jpg_link;AUTHOR;TITLE;TECHNIQUE;LOCATION;TYPE;SCHOOL;TIMEFRAME;CSS2_1;CSS2_2;CSS2_3;CSS2_4;CSS2_5;CSS2_6;CSS2_7;CSS2_8;CSS2_9;CSS3_1;CSS3_2;CSS3_3;CSS3_4;CSS3_5;CSS3_6;CSS3_7;CSS3_8;CSS3_9;ESA_1;ESA_2;ESA_3;ESA_4;ESA_5;ESA_6;ESA_7;ESA_8;ESA_9
http://www.wga.hu/art/w/wouwerma/philips/2horses.jpg;WOUWERMAN, Philips;Two Horses;Oil on panel;Museo del Prado, Madrid;other;Dutch;1651-1700;green;brown;green;brown;gray;brown;brown;gray;gray;darkolivegreen;wheat;darkolivegreen;rosybrown;darkslategray;tan;sienna;darkslategray;dimgrey;#6c413c;#e3d6b4;#694945;#aa8367;#503435;#d2b995;#8c6050;#352628;#73554e
http://www.wga.hu/art/g/goya/9/blac637.jpg;GOYA Y LUCIENTES, Francisco de;Two Monks;Oil on plaster mounted on canvas;Museo del Prado, Madrid;other;Spanish;1801-1850;black;black;black;brown;gray;black;gray;green;gray;black;black;black;rosybrown;darkslategray;black;darkslategray;darkolivegreen;dimgrey;#120c0e;#1c1415;#090609;#aa9171;#402d27;#2a1c1a;#302423;#554137;#765d4a
http://www.wga.hu/art/b/berrugue/pedro/adoratiw.jpg;BERRUGUETE, Pedro;Two Wise Men;Oil on panel;Museo del Prado, Madrid;religious;Spanish;1451-1500;gray;gray;brown;green;brown;black;brown;black;brown;darkslategray;darkslategray;saddlebrown;darkolivegreen;rosybrown;black;sienna;black;saddlebrown;#3d251c;#48271b;#7b3925;#5a3c2b;#ae8e7b;#1a0e0e;#805b42;#301b15;#5b291d
http://www.wga.hu/art/g/goya/9/blac625.jpg;GOYA Y LUCIENTES, Francisco de;Two Women and a Man;Oil on plaster mounted on canvas;Museo del Prado, Madrid;other;Spanish;1801-1850;black;black;gray;gray;black;yellow;black;green;black;black;black;darkslategray;dimgrey;black;darkkhaki;black;darkolivegreen;black;#221514;#1a1010;#3c2c23;#826d4b;#271b18;#beac7f;#0a070a;#554230;#2f221c
http://www.wga.hu/art/g/goya/9/blac639.jpg;GOYA Y LUCIENTES, Francisco de;Two Women Eating;Oil on plaster mounted on canvas;Museo del Prado, Madrid;other;Spanish;1801-1850;gray;black;green;black;gray;gray;black;gray;black;darkslategray;black;darkolivegreen;black;dimgrey;darkslategray;black;darkslategray;black;#463531;#160c11;#5c4942;#21151a;#8c6e5e;#3a2b29;#2b1e20;#332424;#28191d
http://www.wga.hu/art/f/fernande/juan/flowers1.jpg;FERNÁNDEZ, Juan;Vase of Flowers;Oil on canvas;Museo del Prado, Madrid;still-life;Spanish;1601-1650;black;brown;gray;green;black;maroon;white;black;brown;black;saddlebrown;grey;darkolivegreen;black;maroon;antiquewhite;black;tan;#1a1513;#714d2d;#957f55;#463a24;#0c0b0d;#4c1a13;#f4edd1;#2f261b;#d0be8b
http://www.wga.hu/art/c/corte/flowers1.jpg;CORTE, Gabriel de la;Vase of Flowers;Oil on canvas;Museo del Prado, Madrid;still-life;Spanish;1651-1700;green;black;black;black;black;brown;black;brown;gray;darkolivegreen;black;black;black;black;tan;black;sienna;darkslategray;#5a422a;#2c201a;#040406;#2b1413;#0f0b0d;#dac9a7;#1c1212;#93764e;#40291c
http://www.wga.hu/art/c/camprobi/flowers1.jpg;CAMPROBÍN, Pedro de;Vase of Flowers;Oil on canvas;Museo del Prado, Madrid;still-life;Spanish;1601-1650;green;black;black;brown;gray;brown;gray;green;gray;darkolivegreen;black;black;peru;grey;sienna;darkslategray;darkolivegreen;lightgray;#6c5537;#110a0d;#2b1f1b;#cf9159;#968973;#896233;#3e281d;#5b3b22;#ddd1c3
http://www.wga.hu/art/t/tiziano/09/05organ.jpg;TIZIANO Vecellio;Venus and an Organist and a Little Dog;Oil on canvas;Museo del Prado, Madrid;mythological;Italian;1501-1550;gray;brown;gray;black;green;black;brown;black;black;dimgrey;tan;darkslategray;black;darkolivegreen;black;saddlebrown;black;black;#8c7657;#c6b994;#40221e;#150f10;#674635;#090809;#602a21;#2f1919;#221415
http://www.wga.hu/art/a/albani/1/venus.jpg;ALBANI, Francesco;Venus Attended by Nymphs and Cupids;Oil on canvas;Museo del Prado, Madrid;mythological;Italian;1601-1650;yellow;green;brown;brown;green;brown;gray;gray;gray;palegoldenrod;darkolivegreen;sienna;peru;darkolivegreen;sienna;darkslategray;darkslategray;darkslategray;#ebd19d;#644b36;#9a774d;#c3975a;#544030;#7c5b3e;#3b3026;#48382b;#2d2820
http://www.wga.hu/art/t/tiziano/09/03organ.jpg;TIZIANO Vecellio;Venus with Organist and Cupid;Oil on canvas;Museo del Prado, Madrid;mythological;Italian;1501-1550;brown;black;green;brown;brown;black;gray;gray;brown;rosybrown;black;darkolivegreen;wheat;rosybrown;black;darkslategray;dimgrey;tan;#c1a383;#2f1919;#5a3b2a;#e2c9ac;#a8886a;#0e070a;#3e2d20;#7e654f;#d5b794
http://www.wga.hu/art/c/carracci/annibale/1/venus_ac.jpg;CARRACCI, Annibale;Venus, Adonis and Cupid;Oil on canvas;Museo del Prado, Madrid;mythological;Italian;1551-1600;red;brown;red;red;brown;brown;gray;brown;green;darksalmon;wheat;indianred;darksalmon;sienna;sienna;darkslategray;burlywood;darkolivegreen;#ce826a;#edd7b8;#b5725e;#d09c78;#7d4d47;#995d51;#3d3032;#e1bb8e;#5f3e3e
http://www.wga.hu/art/r/rosa/view_sal.jpg;ROSA, Salvator;View of the Gulf of Salerno;Oil on canvas;Museo del Prado, Madrid;landscape;Italian;1601-1650;brown;yellow;gray;brown;brown;gray;green;brown;yellow;wheat;darkkhaki;dimgrey;rosybrown;burlywood;darkslategray;darkolivegreen;tan;darkkhaki;#f3dca9;#be966c;#927159;#ab8765;#e6c086;#3f332d;#6a5144;#d5ad7c;#bfa179
http://www.wga.hu/art/h/houasse/son/escorial.jpg;HOUASSE, Michel-Ange;View of the Monastery of El Escorial;Oil on canvas;Museo del Prado, Madrid;landscape;French;1701-1750;gray;gray;brown;black;brown;gray;gray;black;gray;dimgrey;darkslategray;burlywood;black;peru;dimgrey;grey;black;darkslategray;#5f6151;#4a4433;#dcc28d;#0b090b;#c2985a;#737769;#93937f;#1f1b1a;#302e27
http://www.wga.hu/art/b/beruete/sierra_g.jpg;BERUETE, Aureliano;View of the Sierra de Guadarrama;Oil on canvas;Museo del Prado, Madrid;landscape;Spanish;1851-1900;gray;black;brown;gray;green;gray;purple;green;gray;darkslategray;black;rosybrown;dimgrey;darkolivegreen;lightslategrey;lavender;darkolivegreen;darkslategray;#484c4d;#161c23;#c1a590;#8a7951;#4e4929;#7f87a9;#e8eceb;#655d35;#30322b
http://www.wga.hu/art/r/rico/venice.jpg;RICO Y ORTEGA, Martín;View of Venice;Oil on canvas;Museo del Prado, Madrid;landscape;Spanish;1851-1900;gray;gray;gray;gray;gray;gray;gray;gray;gray;grey;darkgray;lightslategrey;lightgray;silver;darkgray;darkgray;silver;darkslategray;#777276;#a1a9c1;#7c8aa9;#d1cdcc;#bcbbc7;#949db3;#b3adb0;#aeb4c7;#3f3837
http://www.wga.hu/art/m/mazo/saragoss.jpg;MAZO, Juan Bautista Martinez del;View of Zaragoza;Oil on canvas;Museo del Prado, Madrid;landscape;Spanish;1601-1650;black;gray;brown;green;black;gray;gray;gray;gray;black;darkslategray;bisque;darkolivegreen;black;silver;darkgray;grey;dimgrey;#170e0e;#3b291d;#efe4c8;#58402d;#291c16;#d1c6aa;#b4ae96;#9b957d;#846c4f
http://www.wga.hu/art/v/velazque/07/0709vela.jpg;VELÁZQUEZ, Diego Rodriguez de Silva y;View of Zaragoza;Oil on canvas;Museo del Prado, Madrid;landscape;Spanish;1601-1650;gray;brown;brown;gray;green;brown;brown;brown;brown;darkslategray;wheat;tan;dimgrey;darkolivegreen;sienna;tan;peru;sienna;#44312b;#edd5c5;#d9b59f;#896955;#6d483b;#875843;#cda384;#b27f5b;#9d6649
http://www.wga.hu/art/v/velazque/02/0216vela.jpg;VELÁZQUEZ, Diego Rodriguez de Silva y;Villa Medici, Grotto-Loggia Façade;Oil on canvas;Museo del Prado, Madrid;landscape;Spanish;1601-1650;black;gray;green;gray;black;yellow;gray;brown;yellow;black;dimgrey;darkolivegreen;darkslategray;black;palegoldenrod;darkslategray;tan;darkkhaki;#1e1b16;#897856;#64563e;#2e281f;#0f0e0b;#e3d5a9;#433a2b;#c8b789;#ac9b73
http://www.wga.hu/art/v/velazque/02/0217vela.jpg;VELÁZQUEZ, Diego Rodriguez de Silva y;Villa Medici, Pavillion of Ariadné;Oil on canvas;Museo del Prado, Madrid;landscape;Spanish;1601-1650;black;green;gray;gray;black;gray;gray;gray;gray;black;darkolivegreen;darkslategray;dimgrey;black;grey;darkslategray;darkgray;darkslategray;#23211d;#5d5341;#4d463a;#6a6150;#0f0f0e;#867a66;#3b3529;#b7ab96;#333534
http://www.wga.hu/art/o/ostade/adriaen/1/v_feast.jpg;OSTADE, Adriaen Jansz. van;Village Feast;Oil on panel;Museo del Prado, Madrid;genre;Dutch;1651-1700;brown;black;gray;brown;brown;green;brown;brown;gray;peru;black;darkslategray;sienna;saddlebrown;darkolivegreen;sienna;saddlebrown;darkslategray;#b77e53;#2a1e1c;#402825;#914739;#67312c;#5c3a31;#7d5740;#703d33;#51302a
http://www.wga.hu/art/b/berrugue/pedro/virgin_c.jpg;BERRUGUETE, Pedro;Virgin and Child;Panel;Museo del Prado, Madrid;religious;Spanish;1451-1500;brown;gray;green;brown;brown;gray;gray;brown;brown;wheat;darkslategray;darkolivegreen;sienna;peru;darkslategray;darkslategray;burlywood;sienna;#f3dfbb;#473936;#603f39;#7d473e;#c78763;#4c312f;#312626;#e2bb8c;#a75f4b
http://www.wga.hu/art/o/orley/virgin.jpg;ORLEY, Bernaert van;Virgin and Child;Panel;Museo del Prado, Madrid;religious;Flemish;1501-1550;black;brown;brown;brown;gray;brown;gray;gray;green;black;rosybrown;chocolate;burlywood;lightslategrey;sienna;dimgrey;darkslategray;darkolivegreen;#201f1e;#b39c87;#cd4b2c;#e5be97;#80888d;#87573f;#585a58;#393633;#5f3b2d
http://www.wga.hu/art/w/weyden/rogier/17other/2duran.jpg;WEYDEN, Rogier van der;Virgin and Child (Durán Madonna);Oil on panel;Museo del Prado, Madrid;religious;Flemish;1401-1450;black;green;brown;maroon;brown;brown;black;brown;black;black;darkolivegreen;tan;maroon;sienna;sienna;black;rosybrown;black;#030102;#684530;#cabaa3;#5c1f1d;#805c40;#967151;#190a0c;#ad8e71;#331515
http://www.wga.hu/art/c/coello/virgin_c.jpg;COELLO, Claudio;Virgin and Child Adored by St Louis, King of France;Oil on canvas;Museo del Prado, Madrid;religious;Spanish;1651-1700;black;black;brown;black;gray;black;brown;black;black;black;black;saddlebrown;black;darkslategray;black;peru;black;black;#361415;#1c1012;#643428;#0e060b;#382f28;#231d1c;#a8744d;#130b0f;#060205
http://www.wga.hu/art/m/memling/3mature2/23virgin.jpg;MEMLING, Hans;Virgin and Child in a Rose-Garden with Two Angels;Oil on oak panel;Museo del Prado, Madrid;religious;Flemish;1451-1500;gray;gray;brown;brown;black;gray;gray;gray;black;grey;dimgrey;saddlebrown;saddlebrown;black;silver;darkslategray;darkslategray;black;#9b8a7e;#686063;#813831;#5c2b26;#1a1511;#d4c7b6;#463b38;#372621;#261c19
http://www.wga.hu/art/b/bruegel/jan_e/flowers/virgflow.jpg;BRUEGHEL, Jan the Elder;Virgin and Child Surrounded by Flowers and Fruit;Oil on panel;Museo del Prado, Madrid;religious;Flemish;1551-1600;brown;black;black;green;gray;brown;black;brown;gray;rosybrown;black;black;darkolivegreen;dimgrey;sienna;black;tan;darkslategray;#b5906f;#160e0e;#2a1b16;#5c3c29;#5d615a;#8d6140;#060305;#d8b693;#3e2b20
http://www.wga.hu/art/m/murillo/1/109muril.jpg;MURILLO, Bartolomé Esteban;Virgin and Child with a Rosary;Oil on canvas;Museo del Prado, Madrid;religious;Spanish;1651-1700;brown;maroon;green;brown;black;black;black;black;black;sienna;maroon;darkolivegreen;rosybrown;black;black;black;black;black;#85533d;#5c1b1b;#553730;#be9b7a;#080306;#1a0a0e;#311416;#0e0609;#040205
http://www.wga.hu/art/m/master/zunk_sp/zunk_sp2/04virgin.jpg;UNKNOWN MASTER, Spanish;Virgin and Child with Angels and Saints;Tempera on wood;Museo del Prado, Madrid;religious;Spanish;1401-1450;gray;green;brown;red;brown;gray;brown;red;red;darkslategray;darkolivegreen;wheat;indianred;sienna;dimgrey;sienna;darksalmon;indianred;#443233;#60413c;#efd3b6;#a77157;#764d43;#826154;#8d5948;#cd9b75;#db7555
http://www.wga.hu/art/m/morales/virgin_c.jpg;MORALES, Luis de;Virgin and Child with the Infant St John the Baptist;Oil on canvas;Museo del Prado, Madrid;religious;Spanish;1551-1600;gray;brown;brown;gray;black;gray;black;black;maroon;grey;saddlebrown;saddlebrown;silver;black;darkslategray;black;black;maroon;#8f7858;#824c2e;#663229;#c1bab0;#2e1d1f;#424038;#0c0a0f;#191217;#4c2121
http://www.wga.hu/art/g/gossart/04religi/8deesis.jpg;GOSSART, Jan;Virgin Mary, Christ Blessing, and St John the Baptist (Deesis);Oil on paper attached to oak panel;Museo del Prado, Madrid;religious;Flemish;1501-1550;gray;brown;gray;gray;gray;yellow;brown;green;black;darkslategray;sienna;dimgrey;grey;silver;darkkhaki;peru;darkolivegreen;black;#342520;#865e37;#715c56;#918480;#bfbcbe;#cda75e;#aa8147;#583f33;#151112
http://www.wga.hu/art/o/orley/virgin_lo.jpg;ORLEY, Bernaert van;Virgin of Louvain;Oil on panel;Museo del Prado, Madrid;religious;Flemish;1501-1550;gray;gray;gray;green;gray;gray;black;gray;gray;grey;slategray;darkgray;darkolivegreen;darkslategray;dimgrey;black;darkslategray;darkslategray;#9e8f7e;#627d99;#a3aec1;#5e5341;#413728;#7f705d;#161416;#403e38;#2c2822
http://www.wga.hu/art/s/sanleoca/montesa.jpg;SAN LEOCADIO, Paolo de;Virgin of the Knight of Montesa;Oil on panel;Museo del Prado, Madrid;religious;Italian;1451-1500;brown;brown;gray;gray;green;brown;black;gray;black;rosybrown;sienna;grey;darkslategray;darkolivegreen;sienna;black;silver;black;#b4926f;#8c5e3d;#7c7884;#4e342c;#694e40;#977252;#120c0d;#d1bea8;#2f1f1d
http://www.wga.hu/art/b/bruegel/jan_e/1/wedding.jpg;BRUEGHEL, Jan the Elder;Wedding Banquet;Oil on canvas;Museo del Prado, Madrid;genre;Flemish;1551-1600;gray;gray;gray;green;green;yellow;gray;gray;brown;dimgrey;grey;darkslategray;darkolivegreen;darkolivegreen;darkkhaki;darkslategray;dimgrey;wheat;#84724f;#96845b;#4c3f34;#665641;#594a3b;#b79e70;#352d2a;#766247;#e1d2bb
http://www.wga.hu/art/m/memling/1early2/04notri1.jpg;MEMLING, Hans;Wings of a Triptych;Oil on wood;Museo del Prado, Madrid;religious;Flemish;1451-1500;brown;brown;brown;green;white;brown;gray;brown;orange;sienna;sienna;sienna;darkolivegreen;linen;peru;darkslategray;tan;tomato;#bd4f3a;#896247;#85503a;#5a3c2f;#f5eee7;#a97953;#32271f;#d3ab7c;#e15c41
http://www.wga.hu/art/b/bruegel/pieter_y/birdtrap.jpg;BRUEGHEL, Pieter the Younger;Winter Landscape with a Bird-trap;Oil on panel;Museo del Prado, Madrid;landscape;Flemish;1551-1600;brown;gray;green;brown;brown;yellow;brown;white;gray;peru;grey;darkolivegreen;tan;rosybrown;darkkhaki;wheat;antiquewhite;dimgrey;#a8855e;#9d8a70;#5a4738;#d2bb98;#b9a486;#bf9b6d;#dfd0b5;#eae4cf;#886b50
http://www.wga.hu/art/g/goya/4/404goya.jpg;GOYA Y LUCIENTES, Francisco de;Witches in the Air;Oil on canvas;Museo del Prado, Madrid;other;Spanish;1801-1850;black;brown;gray;green;black;gray;black;black;black;black;tan;grey;darkolivegreen;black;darkslategray;black;black;black;#2b2310;#c0a892;#997e5b;#725b39;#1b1a13;#43371f;#0f0f0b;#26251e;#0b0c07
http://www.wga.hu/art/g/goya/9/blac632.jpg;GOYA Y LUCIENTES, Francisco de;Witches Sabbath (The Great He-Goat);Oil on plaster mounted on canvas;Museo del Prado, Madrid;other;Spanish;1801-1850;black;green;black;green;black;black;black;yellow;gray;black;darkolivegreen;black;darkolivegreen;black;black;black;darkkhaki;darkslategray;#150b0c;#563a28;#251713;#78573a;#1d110f;#2e1e16;#0a0406;#ae8e63;#3c271c
http://www.wga.hu/art/c/cecco/woman.jpg;CECCO DEL CARAVAGGIO;Woman with a Dove;Oil on canvas;Museo del Prado, Madrid;portrait;French;1601-1650;brown;brown;green;brown;brown;black;brown;brown;gray;saddlebrown;sienna;darkolivegreen;burlywood;peru;black;tan;wheat;darkslategray;#7d4a31;#a94931;#5b3728;#daae6f;#af7e54;#29241d;#c0a789;#e8d6bb;#442f24
http://www.wga.hu/art/v/veronese/05_1580s/06youth.jpg;VERONESE, Paolo;Youth between Virtue and Vice;Oil on canvas;Museo del Prado, Madrid;religious;Italian;1551-1600;black;gray;brown;gray;green;brown;brown;black;green;black;grey;sienna;darkslategray;darkolivegreen;saddlebrown;tan;black;darkolivegreen;#2b1713;#987869;#944e20;#402017;#705241;#62321d;#c7b09f;#120d0c;#4b3627
http://www.wga.hu/art/d/durand/stream.jpg;DURAND, Asher Brown;A Stream in the Wood;Oil on canvas;Museo Thyssen-Bornemisza, Madrid;landscape;American;1801-1850;green;brown;white;gray;green;gray;brown;brown;green;darkolivegreen;sienna;linen;darkslategray;darkolivegreen;lightgray;rosybrown;sienna;darkolivegreen;#716244;#7c612e;#f5f0ea;#2b292a;#50412a;#d5caca;#b5a282;#9b7d3d;#625131
http://www.wga.hu/art/m/mostaert/jan/abraham.jpg;MOSTAERT, Jan;Abraham and Hagar;Oil on panel;Museo Thyssen-Bornemisza, Madrid;religious;Dutch;1501-1550;green;brown;brown;gray;brown;brown;gray;brown;black;darkolivegreen;sienna;wheat;darkslategray;peru;tan;darkslategray;sienna;black;#603931;#a44726;#ebdbbd;#4e242a;#ad8a5c;#ccb48b;#382a36;#855c3f;#191d2b
http://www.wga.hu/art/g/gossart/04religi/2adamev.jpg;GOSSART, Jan;Adam and Eve;Oil on oak panel;Museo Thyssen-Bornemisza, Madrid;religious;Flemish;1501-1550;green;gray;black;gray;yellow;white;green;black;green;darkolivegreen;dimgrey;black;darkslategray;darkkhaki;snow;darkolivegreen;black;darkolivegreen;#4b3e23;#877353;#292b18;#383b25;#c0a279;#fcfbfb;#675c3e;#13170f;#544c32
http://www.wga.hu/art/d/daret/stvaast3.jpg;DARET, Jacques;Adoration of the Child;Oil on panel;Museo Thyssen-Bornemisza, Madrid;religious;Flemish;1451-1500;gray;brown;brown;brown;gray;gray;brown;gray;gray;silver;sienna;saddlebrown;saddlebrown;darkslategray;darkslategray;brown;darkslategray;grey;#c6bdb6;#936627;#795328;#653c25;#4f2e27;#222d43;#8d2620;#3d2429;#a0845f
http://www.wga.hu/art/l/luca/adoratio.jpg;LUCA DI TOMMÈ;Adoration of the Magi;Tempera on panel;Museo Thyssen-Bornemisza, Madrid;religious;Italian;1351-1400;red;brown;gray;gray;brown;black;brown;brown;gray;indianred;tan;dimgrey;darkslategray;sienna;black;rosybrown;peru;grey;#a67150;#d9b58f;#826150;#4d2f29;#7c4936;#211319;#b8947e;#c7915e;#987f79
http://www.wga.hu/art/b/beer/virgin2.jpg;BEER, Jan de;Annunciation;Oil on panel;Museo Thyssen-Bornemisza, Madrid;religious;Flemish;1501-1550;gray;brown;green;green;black;black;brown;gray;gray;silver;sienna;darkolivegreen;darkolivegreen;black;black;saddlebrown;darkslategray;grey;#ccc6b3;#a27a3c;#594e3b;#50321a;#23221e;#181813;#754920;#37281b;#7e7d72
http://www.wga.hu/art/e/eyck_van/jan/02page/24dipty1.jpg;EYCK, Jan van;Annunciation;Oil on wood;Museo Thyssen-Bornemisza, Madrid;religious;Flemish;1401-1450;yellow;green;brown;brown;gray;brown;brown;black;brown;darkkhaki;darkolivegreen;tan;sienna;darkslategray;tan;tan;black;wheat;#af8d64;#5f412f;#c6a87e;#896547;#3c2a22;#d6b98d;#ddc6a5;#211b18;#eadac4
http://www.wga.hu/art/b/bonfigli/annunci.jpg;BONFIGLI, Benedetto;Annunciation;Tempera and gold on panel;Museo Thyssen-Bornemisza, Madrid;religious;Italian;1451-1500;gray;brown;gray;gray;gray;brown;gray;yellow;black;darkgray;peru;darkslategray;silver;dimgrey;sienna;dimgrey;darkkhaki;black;#a4a0a3;#af855c;#463438;#dac7af;#64504a;#90684b;#777071;#c9a06f;#1d1b24
http://www.wga.hu/art/b/bellini/gentile/annuncia.jpg;BELLINI, Gentile;Annunciation;Tempera and oil on panel;Museo Thyssen-Bornemisza, Madrid;religious;Italian;1451-1500;brown;gray;gray;green;brown;black;brown;yellow;yellow;sienna;grey;darkslategray;darkolivegreen;peru;black;burlywood;darkkhaki;palegoldenrod;#876947;#8c7761;#453022;#664d35;#a9865d;#1a1311;#d8b07a;#bb9c75;#f0d49d
http://www.wga.hu/art/k/koerbeck/assumpti.jpg;KOERBECKE, Johann;Assumption of the Virgin;Oil on panel;Museo Thyssen-Bornemisza, Madrid;religious;German;1451-1500;green;brown;brown;brown;brown;gray;gray;brown;gray;darkolivegreen;burlywood;peru;brown;sienna;darkslategray;grey;peru;darkslategray;#684d2a;#e8bf72;#c17035;#b63c2d;#94742e;#25292a;#777c74;#dba443;#3f4848
http://www.wga.hu/art/c/church/autumn.jpg;CHURCH, Frederic Edwin;Autumn;Oil on canvas;Museo Thyssen-Bornemisza, Madrid;landscape;American;1801-1850;yellow;black;brown;black;brown;brown;brown;brown;gray;darkkhaki;black;saddlebrown;black;bisque;burlywood;sienna;peru;darkslategray;#c3a47c;#1f1514;#693c28;#341d1b;#f2e4c6;#ddc39e;#8c5a35;#ab875b;#4e2720
http://www.wga.hu/art/c/carpioni/bacchanb.jpg;CARPIONI, Giulio;Bacchanal;Oil on canvas;Museo Thyssen-Bornemisza, Madrid;mythological;Italian;1601-1650;gray;gray;gray;gray;green;green;black;brown;black;darkslategray;grey;darkslategray;darkslategray;darkolivegreen;darkolivegreen;black;tan;black;#4e2d29;#917c59;#4a3d2e;#3c2825;#5f3f32;#72553f;#2c2220;#beaf8f;#171d1c
http://www.wga.hu/art/g/goyen/2/beach_sc.jpg;GOYEN, Jan van;Beach at Scheveningen;Oil on canvas;Museo Thyssen-Bornemisza, Madrid;landscape;Dutch;1601-1650;brown;gray;gray;gray;brown;gray;brown;gray;brown;rosybrown;grey;darkslategray;dimgrey;wheat;silver;tan;darkslategray;burlywood;#b99f83;#9c7c61;#302024;#795445;#e9e0bf;#c3c7cc;#cfb18c;#523332;#ddc6a2
http://www.wga.hu/art/b/beer/virgin1.jpg;BEER, Jan de;Birth of the Virgin;Oil on panel;Museo Thyssen-Bornemisza, Madrid;religious;Flemish;1501-1550;yellow;black;black;gray;gray;brown;green;brown;gray;darkkhaki;black;black;darkslategray;silver;peru;darkolivegreen;sienna;grey;#c4a054;#1e2427;#0a181f;#3d3830;#d2c6ac;#a8863e;#665038;#8d6538;#8a8c81
http://www.wga.hu/art/p/peto/books.jpg;PETO, John Frederick;Books, Mug, Pipe, and Violin;Oil on canvas;Museo Thyssen-Bornemisza, Madrid;still-life;American;1851-1900;gray;gray;gray;brown;black;gray;black;gray;black;darkslategray;grey;darkslategray;saddlebrown;black;darkslategray;black;darkslategray;black;#20292a;#898064;#3b3b32;#572a1c;#25201e;#283232;#0c0d10;#475a56;#13161a
http://www.wga.hu/art/s/sweerts/turban.jpg;SWEERTS, Michiel;Boy in a Turban;Oil on canvas;Museo Thyssen-Bornemisza, Madrid;portrait;Flemish;1651-1700;purple;gray;brown;gray;black;brown;gray;gray;brown;thistle;darkslategray;sienna;slategray;black;rosybrown;darkslategray;darkgray;saddlebrown;#c5c3d6;#2b2726;#9b6f47;#6a7285;#0c1313;#c99f7e;#474b58;#939bbb;#6d3d29
http://www.wga.hu/art/s/salini/2boyflas.jpg;SALINI, Tommaso;Boy with a Flask and Cabbages;Oil on canvas;Museo Thyssen-Bornemisza, Madrid;genre;Italian;1601-1650;black;black;brown;gray;green;gray;gray;black;green;black;black;tan;darkslategray;darkolivegreen;grey;dimgrey;black;darkolivegreen;#020e10;#0a1415;#bfae83;#2e2f25;#6c6244;#a08e67;#847856;#161d1c;#4f4a35
http://www.wga.hu/art/b/bellotto/1/bello111.jpg;BELLOTTO, Bernardo;Capriccio Padovano;Oil on canvas;Museo Thyssen-Bornemisza, Madrid;landscape;Italian;1751-1800;gray;gray;brown;gray;gray;gray;blue;gray;gray;darkgray;gainsboro;peru;silver;darkslategray;lightslategrey;steelblue;lightgray;dimgrey;#8eaac6;#e2e8e7;#aa8240;#afc0ca;#30292e;#7893a5;#508bb9;#c8d4db;#565b54
http://www.wga.hu/art/l/leyden/1/3cardpla.jpg;LEYDEN, Lucas van;Card Players;Oil on panel;Museo Thyssen-Bornemisza, Madrid;genre;Netherlandish;1501-1550;brown;gray;black;brown;gray;gray;brown;black;green;sienna;lightgray;black;tan;darkslategray;lightslategrey;peru;black;darkolivegreen;#8c4b2f;#c9cbcd;#292121;#beac87;#3c2f2c;#809199;#a87f4d;#131012;#613f32
http://www.wga.hu/art/l/linard/chinese.jpg;LINARD, Jacques;Chinese Bowl with Flowers;Oil on canvas;Museo Thyssen-Bornemisza, Madrid;still-life;French;1601-1650;black;black;gray;green;gray;gray;brown;gray;brown;black;black;lightgray;darkolivegreen;grey;dimgrey;rosybrown;darkslategray;saddlebrown;#2b211e;#0b1114;#e1d1cd;#635241;#a57b64;#806959;#b39a8e;#42392d;#6e2b28
http://www.wga.hu/art/d/durer/1/05/07docto.jpg;DÜRER, Albrecht;Christ Among the Doctors;Oil on panel;Museo Thyssen-Bornemisza, Madrid;religious;German;1501-1550;brown;brown;black;green;brown;black;brown;brown;green;peru;tan;black;darkolivegreen;sienna;black;sienna;saddlebrown;darkolivegreen;#ae7854;#cead8b;#302319;#5a533f;#896246;#1c150e;#8a4e32;#6a3d29;#4b3022
http://www.wga.hu/art/d/duccio/maesta/predel_v/pre_v_f1.jpg;DUCCIO di Buoninsegna;Christ and the Samaritan;Tempera on wood;Museo Thyssen-Bornemisza, Madrid;religious;Italian;1301-1350;brown;brown;black;brown;brown;brown;gray;brown;brown;sienna;peru;black;sienna;saddlebrown;burlywood;dimgrey;wheat;peru;#9e4734;#c66d48;#2b201f;#b85c3f;#693b2e;#dcb483;#826749;#e8c6a3;#c29261
http://www.wga.hu/art/b/baegert/carrying.jpg;BAEGERT, Derick;Christ Carrying the Cross and Veronica with the Sudarium;Oil on panel;Museo Thyssen-Bornemisza, Madrid;religious;German;1451-1500;green;gray;brown;brown;brown;gray;brown;brown;black;darkolivegreen;slategray;brown;peru;brown;darkslategray;sienna;tan;black;#604835;#677989;#ab3330;#bd9657;#852228;#3b2b2e;#8e703e;#d4c4a6;#1b1621
http://www.wga.hu/art/g/greco_el/17/1701gred.jpg;GRECO, El;Christ Holding the Cross;Oil on canvas;Museo Thyssen-Bornemisza, Madrid;religious;Spanish;1551-1600;yellow;brown;brown;brown;gray;maroon;brown;black;brown;darkkhaki;wheat;burlywood;saddlebrown;darkslategray;maroon;sienna;black;bisque;#be9361;#eed3a9;#ddb886;#69401e;#342a1a;#502710;#946538;#1d251a;#f6e3c8
